date,Client_1,Client_10,Client_2,Client_3,Client_4,Client_5,Client_6,Client_7,Client_8,Client_9
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02,-0.09839092408604466,0.5,-0.05231337779644374,0.09700768639008706,0.07423592034487059,0.4309435786989442,-0.09297466752704242,0.5,-0.2354235730136448,0.1484279715346386
2024-01-03,-0.26528727303378385,-0.15110188618918263,0.3506883658830897,0.17389014329457275,-0.17775377162888562,,0.027750366297874862,-0.39122648633096224,-0.004787430463150444,-0.4147566832232248
2024-01-04,-0.02927271994185665,0.025204656978535356,0.23751990329561634,-0.2689565543418405,0.5,-0.2755003241828643,-0.025260436840296885,0.1896209396402373,0.5,
2024-01-05,-0.17901748928240468,-0.12992795957426473,-0.16514947552167802,-0.34638541433436065,-0.06661069458259283,0.402196117380335,-0.5,0.11454847763108278,-0.13729543152027301,0.013986209889497836
2024-01-08,0.5,,0.2228561926940713,0.5,-0.19934924888267036,-0.02585702866780848,0.5,-0.09559277813790557,-0.05489655902212576,-0.05365862417672662
2024-01-09,0.11691435625876356,-0.26927835879985396,-0.47375384632783146,-0.35408156042850547,-0.01878273452405521,0.02850773868142631,-0.048344644280699844,-0.22162943038859317,0.25102178537828435,0.40134627635345854
2024-01-10,-0.11286290191490866,-0.20942183714218543,-0.15191625437695921,0.5,0.11524052127295947,0.21168166078461814,-0.2890112093740901,-0.029800560499420814,,0.07594081637847294
2024-01-11,-0.19996843649188079,0.5,0.5,-0.33471464950845786,-0.08967856716521372,0.028136008951337832,0.2299801570181097,-0.028186960153414153,-0.22207311121443019,-0.11163205485812078
2024-01-12,-0.038003801810114646,-0.24941855623780618,0.5,0.49778530144137423,0.25848494499583907,-0.04554847212452384,0.0007605788904221367,-0.22303719539385547,0.30764947633446194,-0.35860765530577343
2024-01-15,0.5,0.29220502030909823,-0.2747663423235288,-0.05863221543985764,-0.403710797010136,-0.39442814873459786,-0.4665598569656607,0.01129404484437968,-0.25794918726143534,0.08618643524283787
2024-01-16,-0.07646264975045025,-0.2648887512254071,-0.17842406960975288,-0.48185510964766387,,0.3688775734403955,0.5,0.44077578039560295,0.08389283877645748,
2024-01-17,-0.20583320609281452,,0.2071378181279353,0.5,-0.15928175149039092,-0.06712274613678659,0.14708851901252262,0.3433561949774746,-0.40099297747543194,-0.3605878168095098
2024-01-18,-0.46454513002829423,0.12827449153493986,-0.24364146734969816,0.03731799251001888,0.1772635808762817,-0.4474936332227075,0.06912851584113655,-0.40758093486253066,0.5,0.5
2024-01-19,0.5,-0.1120856282096635,0.5,-0.034841375686764375,0.189150261040141,0.5,-0.0812827923527144,0.1864188888778735,0.38182417890559894,-0.14193098608395904
2024-01-22,0.1998335729000329,-0.07624050177567887,-0.13068469393093451,0.09238101085632144,-0.22832612626657578,0.3365033171592726,-0.19096395921324916,0.13016554753912035,-0.5,-0.24650914549483272
2024-01-23,-0.018629090347708432,-0.5,-0.14838035176967324,0.14734569336426206,-0.00845498273290668,-0.3293834558096679,0.06641185599455057,-0.26316714917258666,0.42765965711010256,0.5
2024-01-24,0.05073868667881354,-0.04020341818130535,0.0011990294721528905,-0.26959409710677207,0.12838921801556635,-0.11197503630130545,0.25982948952721463,0.0372024915640814,-0.42690196418150383,-0.4596418929487279
2024-01-25,0.10959642520015977,0.021329514410963757,-0.022235136942589273,-0.12462630301720268,0.3085812843615494,,-0.21330050340124795,0.3778019660987413,0.5,0.12002021010740194
2024-01-26,-0.09880839378091266,0.5,0.1834739919514674,0.1231216420284933,-0.22369850963799343,0.09226071749788645,0.08001968002453541,0.2615044844974035,-0.15230597447539518,0.5
2024-01-29,-0.18436357714621598,-0.5,-0.04803279929499382,,0.49272759144613887,-0.23103962509270293,0.12161150690388234,-0.1423936212359349,0.10589852554693491,0.17007375058611784
2024-01-30,0.06350281064111751,,-0.36639142970326366,-0.2504926241639286,-0.4313213776600273,0.09844792565455718,-0.24174653403968904,0.1150937771850622,0.3456700073653445,-0.4327526193556488
2024-01-31,-0.4227398737903246,-0.5,0.3886509354294243,0.5,0.08796818187516164,-0.11151019503681503,0.09593571439169946,-0.357430985207414,-0.06895384258002224,0.031107844376913718
2024-02-01,0.3882133089887698,,-0.2196500965930287,-0.3218592000958791,0.32566864218837677,0.21084730660300477,0.28288086387503264,0.4475601801450746,-0.5,0.09949437399970362
2024-02-02,0.4934613350628745,-0.39748524629923687,-0.029209723349277517,0.3640820182256892,-0.18277590821543288,-0.12492859119143851,-0.5,-0.07645234503876375,0.5,0.26117229628194205
2024-02-04,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
2024-02-05,,0.30180242600442253,-0.21571523503972412,-0.25895075302044557,0.03704666668890799,,,-0.00832027152800674,0.12147797266395743,-0.49148561237650634
2024-02-06,0.17456389085474533,-0.1582949159288224,0.17576536853166247,-0.10383068121515104,-0.3773069650438222,0.23829220161524,-0.4730470004722789,-0.4526572303714652,-0.1795573932426512,0.29613287729567683
2024-02-07,0.14567400994653545,0.28004168492706505,0.2545305061765877,-0.021012420367765294,0.5,-0.04440385807064873,0.5,0.5,0.21757304892667384,0.5
2024-02-08,0.3814553645508576,-0.4014302220626049,-0.30668853090846815,0.36274388979058036,-0.3098040435168439,-0.27690832560749046,0.2818625231209466,-0.26308640802531347,,-0.34660470885949524
2024-02-09,-0.15679782451912494,0.4069268985377035,0.5,-0.24329864519831546,-0.30737338775243395,0.5,-0.08464186453320621,-0.2228500615035749,-0.20438641151433923,0.3205928549358903
2024-02-12,0.11283793400112407,0.43869898330730983,-0.3478152806719056,0.5,0.38707211846521883,-0.129093464700216,0.25196086338417567,0.5,0.0976961542226209,0.021689448696455393
2024-02-13,-0.20032538083382356,-0.30004746824688433,0.5,-0.04765297984799066,0.5,0.4906470173729547,-0.06831155381320131,-0.2852562263789773,0.2692683353745313,0.008385543358254255
2024-02-14,-0.07920497935317361,-0.4563855772948654,-0.3933595255474126,-0.3288210642233881,-0.4867561704432969,-0.17246916572036597,-0.39653236692294336,0.5,-0.27512960021601074,-0.0812155017493883
2024-02-15,0.04573749002733951,0.5,0.3966512058352025,0.1640629375816125,0.17207415001067905,-0.26503953741174446,0.25758077237191856,0.09579712390569006,0.027188721461211207,0.024009703242098057
2024-02-16,-0.10809514961311129,0.35164514523260215,0.12928107137409706,-0.1836963497667059,0.5,-0.29877392993470153,0.2827024998964831,-0.0325718122307499,-0.2618195638731323,-0.3494170527274625
2024-02-19,0.3781717689379769,-0.15568195498404613,-0.49363748523454287,-0.11216385989743283,-0.16101262679622907,0.32014563582286026,-0.21343616860203196,-0.3048381298061723,0.28930147921856486,-0.3417352379966785
2024-02-20,-0.08447648081445491,-0.12728804472198318,0.5,0.13660898210662253,-0.3429286445965951,-0.25059149295935657,-0.0627102129887308,-0.06540519224875319,0.06827378295738606,0.5
2024-02-21,-0.2013571843628561,-0.021826229192811852,-0.5,0.5,0.24344643315023107,0.5,-0.2250300143786983,0.5,0.23205865413962012,-0.5
2024-02-22,0.41554026387015286,0.22161850606712652,0.5,-0.5,0.1882703408643429,-0.29155530711651845,0.5,-0.5,-0.07443277655685776,0.22135094575455816
2024-02-23,-0.48244469623206243,0.11090485867297839,-0.3088299265775145,0.5,0.17611298502249184,0.44005910607149734,0.0522616450743445,0.5,-0.031913173548937857,0.04612288349139515
2024-02-26,,-0.12951215322923282,0.5,0.02470879126916503,-0.2939120347446903,-0.5,-0.40506962172494887,0.4594553090324429,-0.17101558984835996,0.38907249942670474
2024-02-27,0.3755407217696656,-0.27962267309915456,-0.47038222389318785,-0.3806757831723576,0.4272130950390607,0.5,-0.21045564341968737,-0.15685436615322812,-0.03760935319615355,0.2144500466747692
2024-02-28,-0.19952976661432886,0.20244877050766918,,-0.22328194413529412,-0.263328497006026,0.2903689762414938,0.19973188846024836,-0.3125216044863296,0.2558533049321414,-0.3032952006977516
2024-02-29,-0.15197846899006018,0.17737109802302187,0.011768828732994452,0.4990231303488353,-0.2094198739208032,-0.15683306222579585,0.029028561735797043,0.5,0.23203635909302234,0.1093713042580775
2024-03-01,-0.5,0.28868642610208384,-0.16207100641792405,-0.05199280388529781,0.09832860821973144,0.19434621701037536,0.13013103093430112,-0.5,-0.11123131018809485,-0.5
2024-03-04,0.5,-0.2560391671580666,-0.03839251673730526,0.02415753633986517,-0.15181229135486618,-0.27960928556689213,-0.11936517046227546,,0.005361159563898266,0.5
2024-03-05,0.2042452063137461,-0.19012333721389407,-0.14261423411878948,0.09926495189111662,0.09714245923719367,,-0.158596109013442,-0.004504972343363334,-0.28574738483069095,-0.49631555343713674
2024-03-06,-0.37280277325174904,0.5,-0.3855555043392803,0.05834248111275753,0.5,-0.17887085269052894,0.22036398702105875,0.4029412494608673,0.08400479997325849,0.5
2024-03-07,0.5,-0.11826514256112053,0.5,-0.4066666668749743,-0.34502851645364185,0.5,-0.25529256482496776,-0.2526706130231937,0.21309945703392597,-0.24455426018494852
2024-03-08,0.2640322656248941,-0.23141365005185477,-0.11679397067092678,0.5,-0.009774578921264099,-0.2463120791044927,0.26034278028775937,0.08601275652181273,-0.09972080604912104,0.29439074757246075
2024-03-11,-0.20537227214956222,0.027997541208323984,-0.2354041005934583,0.09098519810496342,0.1566142581533243,0.5,0.009118404649691492,-0.11422060170460568,-0.23834450086061432,-0.2688835785896819
2024-03-12,0.09797509819664363,-0.5,-0.007770842989277549,0.14799126377596972,-0.3145053441022976,-0.15741823158559698,0.3460719742413183,0.016537751581688243,0.47504486766274057,0.5
2024-03-13,-0.20698341155994127,,-0.18778456192246218,-0.3549015204519127,,-0.12478539836904712,-0.2751207053695397,0.5,-0.18357809200180575,-0.33610386602763564
2024-03-14,0.05438006890761704,-0.13323904476919002,0.5,0.3321769081496324,-0.16153213197313032,0.31219667840607923,0.23005041047287667,-0.5,-0.2539430483275641,0.12369149894525089
2024-03-15,-0.26877646329766947,-0.3868272743895259,-0.15644233701844834,-0.023101527267759825,0.22091027867618385,-0.24706071377421124,0.5,0.5,0.273181297038702,-0.0830777618891908
2024-03-18,0.3525608949962098,0.5,-0.2650355348318919,-0.10767035618186116,-0.34424902231415355,0.05738793689724031,-0.32304847082458843,-0.12096556007231174,0.5,0.2483169944335646
2024-03-19,-0.1356332896023834,-0.12981383130466861,0.5,-0.5,0.36771964463881557,0.2835411342949179,-0.09659978305040529,0.02480947069362216,-0.2548150704567945,-0.10670722045678016
2024-03-20,0.0019803875701278617,-0.17934337486073448,-0.13696060729580528,,-0.18724376755207794,-0.43203258221676166,-0.36218120609973825,-0.11347203917670867,-0.10174130070577292,-0.47383235421539094
2024-03-21,0.1532382627558715,0.4555661468752761,-0.1678652258787906,-0.3501221064019411,-0.1510029051099877,0.04264350901836589,0.5,0.02280176705465342,-0.02385737633592422,0.5
2024-03-22,0.19069302578397251,0.05597043193319662,0.27340688648867406,,,0.48768621993089356,0.07407043813562786,-0.32661685669991236,-0.050684127757797515,-0.49749706688473827
2024-03-25,-0.07326377133420736,-0.2556389977575222,-0.2825636446662021,0.024571797019901087,0.24922212105382724,0.18356177834966636,0.03610130927796251,0.001341846503209343,0.2813453498192324,0.4467420325885494
